scene,floor,question,choices,question_formatted,answer,label,source_image
00893-yZME6UR9dUN,0,Does the window have more wooden details than the door in the house?,"['Yes', 'No', 'Same amount', 'Cannot determine']",Does the window have more wooden details than the door in the house? A) Yes B) No C) Same amount D) Cannot determine. Answer:,A,Comparison,00893-yZME6UR9dUN_1.png
00574-bXu6SSWkJY8,0,Is the door closer to the bookshelf in the living room or the hallway?,"['Living room', 'Hallway', 'Equally close', 'Cannot determine']",Is the door closer to the bookshelf in the living room or the hallway? A) Living room B) Hallway C) Equally close D) Cannot determine. Answer:,A,Relationship,00574-bXu6SSWkJY8_1.png
00514-9DnDAhJ7qcj,0,Is the door in the same room as the bookshelf?,"['Yes', 'No', 'Not sure', 'None of the above']",Is the door in the same room as the bookshelf? A) Yes B) No C) Not sure D) None of the above. Answer:,A,Relationship,00514-9DnDAhJ7qcj_1.png
00490-BUFVGDCQNGb,0,Is the clock placed above the cabinet in the room?,"['Yes', 'No', 'The clock is beside the cabinet', 'The cabinet is above the clock']",Is the clock placed above the cabinet in the room? A) Yes B) No C) The clock is beside the cabinet D) The cabinet is above the clock. Answer:,A,Relationship,00490-BUFVGDCQNGb_0.png
00351-QxfX5te1gFu,0,Does the air conditioner face the same direction as the curtain in the room?,"['Yes', 'No', 'Partially', 'Not visible']",Does the air conditioner face the same direction as the curtain in the room? A) Yes B) No C) Partially D) Not visible. Answer:,A,Relationship,00351-QxfX5te1gFu_0.png
00723-hWDDQnSDMXb,0,Is the television closer to the window than the sofa in the living room?,"['Yes', 'No', 'They are at the same distance', 'The distance cannot be determined']",Is the television closer to the window than the sofa in the living room? A) Yes B) No C) They are at the same distance D) The distance cannot be determined. Answer:,A,Relationship,00723-hWDDQnSDMXb_1.png
00757-LVgQNuK8vtv,0,Is the bed larger than the wardrobe?,"['Yes', 'No', 'Same size', 'Cannot determine']",Is the bed larger than the wardrobe? A) Yes B) No C) Same size D) Cannot determine. Answer:,B,Comparison,00757-LVgQNuK8vtv_1.png
00265-3Ao63EY7J83,0,Is the bed bigger than the table in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed bigger than the table in the bedroom? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00265-3Ao63EY7J83_1.png
00363-DS3nSAaa3Nr,0,Is the sofa closer to the table in the living room compared to the dining area?,"['Yes', 'No', 'They are equidistant', 'Cannot determine']",Is the sofa closer to the table in the living room compared to the dining area? A) Yes B) No C) They are equidistant D) Cannot determine. Answer:,A,Relationship,00363-DS3nSAaa3Nr_0.png
00693-adddVdvEXUK,0,Does the table in the dining room face the mirror in the dining room?,"['Yes', 'No', 'Sometimes', 'Cannot determine']",Does the table in the dining room face the mirror in the dining room? A) Yes B) No C) Sometimes D) Cannot determine. Answer:,A,Relationship,00693-adddVdvEXUK_0.png
00802-wcojb4TFT35,0,Is the mirror larger than the picture frame in the living room?,"['Yes', 'No', 'They are the same size', 'The sizes cannot be determined']",Is the mirror larger than the picture frame in the living room? A) Yes B) No C) They are the same size D) The sizes cannot be determined. Answer:,A,Comparison,00802-wcojb4TFT35_0.png
00369-FgXPKxNp5kK,0,Does the mirror and the cabinet in the room share the same color tone?,"['Yes', 'No', 'Partially', 'Not determinable']",Does the mirror and the cabinet in the room share the same color tone? A) Yes B) No C) Partially D) Not determinable. Answer:,A,Comparison,00369-FgXPKxNp5kK_0.png
00585-CxxHb5C8ZsP,0,Is the red couch closer to the fireplace than to the dining table?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the red couch closer to the fireplace than to the dining table? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Relationship,00585-CxxHb5C8ZsP_1.png
00208-SQqGpSHzfSr,0,Is the bed larger than the desk chair in the house?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the bed larger than the desk chair in the house? A) Yes B) No C) They are the same size D) Not enough information. Answer:,A,Comparison,00208-SQqGpSHzfSr_0.png
00872-F7EAMsdDASd,0,Are the door and curtains in the same room?,"['Yes', 'No', 'Only the door is visible', 'Only the curtains are visible']",Are the door and curtains in the same room? A) Yes B) No C) Only the door is visible D) Only the curtains are visible. Answer:,B,Relationship,00872-F7EAMsdDASd_0.png
00449-JjsvQEqRxGS,0,Does the stove in the kitchen have more burners than the number of faucets on the sink?,"['Yes', 'No', 'They have the same number', 'Not visible']",Does the stove in the kitchen have more burners than the number of faucets on the sink? A) Yes B) No C) They have the same number D) Not visible. Answer:,A,Comparison,00449-JjsvQEqRxGS_0.png
00140-qWb4MVxqCW7,0,Is the bed larger than the sofa in the room?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the bed larger than the sofa in the room? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,B,Comparison,00140-qWb4MVxqCW7_0.png
00042-qDjhFcNqFPi,0,Do the window blinds block the view outside of the window in the living room?,"['Completely', 'Partially', 'Not at all', 'There are no window blinds']",Do the window blinds block the view outside of the window in the living room? A) Completely B) Partially C) Not at all D) There are no window blinds. Answer:,B,Relationship,00042-qDjhFcNqFPi_1.png
00006-HkseAnWCgqk,0,Is the window in the room larger than the door?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the window in the room larger than the door? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,D,Comparison,00006-HkseAnWCgqk_0.png
00408-RamZzGBBPbT,0,Is the bed closer to the window than the bookshelf in the house?,"['Yes', 'No', 'They are equidistant', 'Cannot be determined']",Is the bed closer to the window than the bookshelf in the house? A) Yes B) No C) They are equidistant D) Cannot be determined. Answer:,A,Comparison,00408-RamZzGBBPbT_1.png
00200-A9yB3w3UxXV,0,Is the plant closer to the windows in the kitchen compared to the living room?,"['Yes', 'No', 'Same distance', 'Cannot determine']",Is the plant closer to the windows in the kitchen compared to the living room? A) Yes B) No C) Same distance D) Cannot determine. Answer:,A,Relationship,00200-A9yB3w3UxXV_1.png
00858-cYkrGrCg2kB,0,Is the drum set in a room with more empty floor space than the dining table?,"['Yes', 'No', 'Both have the same floor space', 'Not enough information']",Is the drum set in a room with more empty floor space than the dining table? A) Yes B) No C) Both have the same floor space D) Not enough information. Answer:,A,Comparison,00858-cYkrGrCg2kB_0.png
00275-4dbCzNN5L5t,0,Does the sink have the same primary material as the stove in these rooms?,"['Yes', 'No', 'Only partially', 'Cannot determine']",Does the sink have the same primary material as the stove in these rooms? A) Yes B) No C) Only partially D) Cannot determine. Answer:,B,Comparison,00275-4dbCzNN5L5t_0.png
00392-M8PMwoYQTUV,0,Does the bed appear in the same room as the painting?,"['Yes', 'No', 'Only partially', 'Cannot tell']",Does the bed appear in the same room as the painting? A) Yes B) No C) Only partially D) Cannot tell. Answer:,A,Relationship,00392-M8PMwoYQTUV_1.png
00153-28FFMGySc6D,0,Does the mirror have a frame similar in style to the painting?,"['Yes', 'No', 'The painting does not have a frame', 'The mirror does not have a frame']",Does the mirror have a frame similar in style to the painting? A) Yes B) No C) The painting does not have a frame D) The mirror does not have a frame. Answer:,A,Comparison,00153-28FFMGySc6D_0.png
00383-yTgw14aa5ha,0,Is the TV in the living room larger than the TV in the bedroom?,"['Yes', 'No', 'They are the same size', 'Only one TV is present']",Is the TV in the living room larger than the TV in the bedroom? A) Yes B) No C) They are the same size D) Only one TV is present. Answer:,A,Comparison,00383-yTgw14aa5ha_0.png
00113-3goH1WRaCYC,0,Is the oven larger than the fridge in the kitchen?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the oven larger than the fridge in the kitchen? A) Yes B) No C) They are the same size D) Not enough information. Answer:,B,Comparison,00113-3goH1WRaCYC_1.png
00118-F5j7ZLfMm1n,0,Is the table in the kitchen larger than the chair?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the table in the kitchen larger than the chair? A) Yes B) No C) They are the same size D) Not enough information. Answer:,A,Comparison,00118-F5j7ZLfMm1n_0.png
00309-VKmpsujnc5t,0,Are the jackets closer to the entrance than the hats in the store?,"['Yes', 'No', 'The same distance', 'Cannot determine']",Are the jackets closer to the entrance than the hats in the store? A) Yes B) No C) The same distance D) Cannot determine. Answer:,B,Relationship,00309-VKmpsujnc5t_1.png
00616-zhzot8MvSjF,0,Does the sliding glass door have curtains covering it?,"['Yes', 'No', 'Partially', 'Cannot determine']",Does the sliding glass door have curtains covering it? A) Yes B) No C) Partially D) Cannot determine. Answer:,A,Attribute,00616-zhzot8MvSjF_0.png
00833-dHwjuKfkRUR,0,Is the door farther from the window in the tiled room compared to the bedroom?,"['Yes', 'No', 'Similar distance', 'Cannot determine']",Is the door farther from the window in the tiled room compared to the bedroom? A) Yes B) No C) Similar distance D) Cannot determine. Answer:,A,Comparison,00833-dHwjuKfkRUR_0.png
00128-pAjDzi9kWjE,0,Does the wardrobe contain coats?,"['Yes', 'No', 'Only one', 'Not visible']",Does the wardrobe contain coats? A) Yes B) No C) Only one D) Not visible. Answer:,A,Relationship,00128-pAjDzi9kWjE_0.png
00423-bEdki9cbHDG,0,Do the windows in the room have the same pattern curtains?,"['Yes', 'No', 'Only one curtain is patterned', 'There are no curtains']",Do the windows in the room have the same pattern curtains? A) Yes B) No C) Only one curtain is patterned D) There are no curtains. Answer:,B,Attribute,00423-bEdki9cbHDG_0.png
00036-41FNXLAZZgC,0,Is the sofa closer to the window in the living room than the dining table is to the window in the dining area?,"['Yes', 'No', 'They are equally distant', 'Cannot be determined']",Is the sofa closer to the window in the living room than the dining table is to the window in the dining area? A) Yes B) No C) They are equally distant D) Cannot be determined. Answer:,A,Relationship,00036-41FNXLAZZgC_0.png
00079-2ihrkjrbHVf,0,Does the mirror reflect more light compared to the paintings in the room?,"['Yes', 'No', 'They reflect the same amount', 'Not enough information']",Does the mirror reflect more light compared to the paintings in the room? A) Yes B) No C) They reflect the same amount D) Not enough information. Answer:,A,Attribute,00079-2ihrkjrbHVf_1.png
00855-c5eTyR3Rxyh,0,Is the painting closer to the door in the hallway compared to other rooms?,"['Yes', 'No', 'They are equidistant', 'Not visible enough to determine']",Is the painting closer to the door in the hallway compared to other rooms? A) Yes B) No C) They are equidistant D) Not visible enough to determine. Answer:,A,Relationship,00855-c5eTyR3Rxyh_1.png
00414-77mMEyxhs44,0,Does the guitar in the room seem more colorful than the painting in the hallway?,"['Yes', 'No', 'They are equally colorful', 'Cannot determine']",Does the guitar in the room seem more colorful than the painting in the hallway? A) Yes B) No C) They are equally colorful D) Cannot determine. Answer:,A,Comparison,00414-77mMEyxhs44_0.png
00432-vCfHLVSyL21,0,Are the door and shelves in the same room?,"['Yes', 'No', 'They are in adjacent rooms', 'Only one is visible']",Are the door and shelves in the same room? A) Yes B) No C) They are in adjacent rooms D) Only one is visible. Answer:,B,Relationship,00432-vCfHLVSyL21_0.png
00662-aRKASs4e8j1,0,Is the monitor larger than the computer in the lab?,"['Yes', 'No', 'They are the same size', 'The monitor is smaller']",Is the monitor larger than the computer in the lab? A) Yes B) No C) They are the same size D) The monitor is smaller. Answer:,A,Comparison,00662-aRKASs4e8j1_1.png
00627-b2e31HFFizw,0,Is the bed taller than the nightstand in the bedroom?,"['Yes', 'No', 'Same height', 'Cannot determine']",Is the bed taller than the nightstand in the bedroom? A) Yes B) No C) Same height D) Cannot determine. Answer:,A,Comparison,00627-b2e31HFFizw_0.png
00288-27cQLjQ5CjV,0,Does the bed have more pillows on it?,"['Yes', 'No', 'Same number', 'Not visible']",Does the bed have more pillows on it? A) Yes B) No C) Same number D) Not visible. Answer:,A,Attribute,00288-27cQLjQ5CjV_0.png
00575-pMntW4YkvvB,0,Is the cabinet in the bathroom smaller than the cabinet in the dining area?,"['Yes', 'No', 'They are the same size', 'Cannot determine']",Is the cabinet in the bathroom smaller than the cabinet in the dining area? A) Yes B) No C) They are the same size D) Cannot determine. Answer:,A,Comparison,00575-pMntW4YkvvB_1.png
00195-enfahKs8XHw,0,Are there more desks than chairs in the workspace?,"['Yes', 'No', 'They are equal', 'Cannot be determined']",Are there more desks than chairs in the workspace? A) Yes B) No C) They are equal D) Cannot be determined. Answer:,A,Comparison,00195-enfahKs8XHw_1.png
00561-VhissfC8ggN,0,Does the curtain share the same color as the sofa in the house?,"['Yes', 'No', 'Partially', 'Cannot Determine']",Does the curtain share the same color as the sofa in the house? A) Yes B) No C) Partially D) Cannot Determine. Answer:,B,Comparison,00561-VhissfC8ggN_1.png
